"Date","Adjusted","Opening","High","Low","Close","Volume"
2022-08-10,120.650001525879,119.589996337891,121.779998779297,119.360000610352,120.650001525879,20497000
2022-08-11,119.819999694824,122.080001831055,122.339996337891,119.550003051758,119.819999694824,16671600
2022-08-12,122.650001525879,121.160003662109,122.650001525879,120.400001525879,122.650001525879,16121100
2022-08-15,122.879997253418,122.209999084473,123.26000213623,121.569999694824,122.879997253418,15525000
2022-08-16,122.51000213623,122.319999694824,123.227996826172,121.535003662109,122.51000213623,15626200
2022-08-17,120.319999694824,120.930000305176,122.150001525879,120.199996948242,120.319999694824,17589200
2022-08-18,120.860000610352,120.230003356934,121.690002441406,119.550003051758,120.860000610352,15652000
2022-08-19,118.120002746582,119.870002746582,120,117.669998168945,118.120002746582,20187000
2022-08-22,115.069999694824,116.099998474121,116.5,114.669998168945,115.069999694824,19316000
2022-08-23,114.769996643066,114.319999694824,115.930000305176,114.300003051758,114.769996643066,14390700
2022-08-24,114.699996948242,114.449996948242,115.717002868652,113.779998779297,114.699996948242,16051200
2022-08-25,117.699996948242,115.150001525879,117.779998779297,115.050003051758,117.699996948242,14874700
2022-08-26,111.300003051758,115.809997558594,116.599998474121,111.220001220703,111.300003051758,31698700
2022-08-29,110.339996337891,110.779998779297,111.959999084473,109.809997558594,110.339996337891,20386100
2022-08-30,109.910003662109,111.029998779297,111.370002746582,108.800003051758,109.910003662109,20548200
2022-08-31,109.150001525879,111.629997253418,111.769996643066,109.050003051758,109.150001525879,25898000
2022-09-01,110.550003051758,109.199996948242,111.220001220703,108.190002441406,110.550003051758,22784400
2022-09-02,108.680000305176,111.339996337891,111.675003051758,108.129997253418,108.680000305176,20618100
2022-09-06,107.480003356934,108.13500213623,108.879997253418,106.51000213623,107.480003356934,20565100
2022-09-07,110.480003356934,107.76000213623,110.98999786377,107.61499786377,110.480003356934,22987200
2022-09-08,109.419998168945,109.180000305176,110.580001831055,108.059997558594,109.419998168945,21660700
2022-09-09,111.779998779297,110.050003051758,112,110,111.779998779297,21732900
2022-09-12,111.870002746582,111.98999786377,112.639999389648,110.930000305176,111.870002746582,19732900
2022-09-13,105.309997558594,108.889999389648,109.370002746582,105,105.309997558594,33015000
2022-09-14,105.870002746582,105.440002441406,106.099998474121,104.5,105.870002746582,22115800
2022-09-15,103.900001525879,105.01000213623,106.209999084473,103.309997558594,103.900001525879,26494900
2022-09-16,103.629997253418,102.970001220703,104.029998779297,101.855003356934,103.629997253418,64540100
2022-09-19,103.849998474121,102.540000915527,104.019996643066,102.370002746582,103.849998474121,19738600
2022-09-20,101.830001831055,102.879997253418,103.169998168945,101.120002746582,101.830001831055,24001700
2022-09-21,100.01000213623,102.23999786377,103.48999786377,99.9899978637695,100.01000213623,26596800
2022-09-22,100.569999694824,99.4499969482422,101.680000305176,99.4100036621094,100.569999694824,21272700
2022-09-23,99.1699981689453,100.059997558594,100.110000610352,98.0100021362305,99.1699981689453,25657000
2022-09-26,98.8099975585938,98.6100006103516,100.440002441406,98.379997253418,98.8099975585938,22437900
2022-09-27,98.0899963378906,99.9100036621094,100.459999084473,97.3399963378906,98.0899963378906,24225000
2022-09-28,100.73999786377,98.0199966430664,101.400001525879,97.8000030517578,100.73999786377,24617000
2022-09-29,98.0899963378906,99.3000030517578,99.3000030517578,96.5199966430664,98.0899963378906,21921500
2022-09-30,96.1500015258789,97.7300033569336,99.4940032958984,96.0299987792969,96.1500015258789,26277800
2022-10-03,99.3000030517578,97.2200012207031,99.9700012207031,97.0199966430664,99.3000030517578,24840000
2022-10-04,102.410003662109,101.040000915527,102.720001220703,101.040000915527,102.410003662109,22580900
2022-10-05,102.220001220703,100.690002441406,102.73999786377,99.7399978637695,102.220001220703,18475500
2022-10-06,102.23999786377,101.5,103.730003356934,101.5,102.23999786377,17156200
2022-10-07,99.5699996948242,100.650001525879,101.419998168945,99.2099990844727,99.5699996948242,24249900
2022-10-10,98.7099990844727,99.8499984741211,99.9899978637695,97.870002746582,98.7099990844727,16529900
2022-10-11,98.0500030517578,98.25,100.120002746582,97.25,98.0500030517578,21617700
2022-10-12,98.3000030517578,98.2699966430664,99.6480026245117,97.6699981689453,98.3000030517578,17343400
2022-10-13,99.7099990844727,95.9300003051758,100.529998779297,95.2699966430664,99.7099990844727,32812200
2022-10-14,97.1800003051758,100.625,101.290000915527,97.0299987792969,97.1800003051758,22624800
2022-10-17,100.779998779297,99.5199966430664,101.769996643066,99.5100021362305,100.779998779297,23311600
2022-10-18,101.389999389648,103.940002441406,104.220001220703,100.650001525879,101.389999389648,21610500
2022-10-19,100.290000915527,100.699996948242,101.658996582031,99.6350021362305,100.290000915527,21573700
2022-10-20,100.529998779297,100.819999694824,103,99.9700012207031,100.529998779297,25125100
2022-10-21,101.480003356934,98.4599990844727,101.620002746582,98.2300033569336,101.480003356934,28988700
2022-10-24,102.970001220703,102.089996337891,103.099998474121,100.300003051758,102.970001220703,24680800
2022-10-25,104.930000305176,103.300003051758,105.099998474121,103.019996643066,104.930000305176,29910200
2022-10-26,94.8199996948242,96.7600021362305,98.5400009155273,94.5699996948242,94.8199996948242,71504300
2022-10-27,92.5999984741211,94.3099975585938,95.1699981689453,91.9000015258789,92.5999984741211,54036500
2022-10-28,96.5800018310547,92.5299987792969,96.8600006103516,92.322998046875,96.5800018310547,35696900
2022-10-31,94.6600036621094,95.7799987792969,96.3499984741211,94.379997253418,94.6600036621094,29868700
2022-11-01,90.5,95.5899963378906,96.1650009155273,90.4300003051758,90.5,43220600
2022-11-02,87.0699996948242,90.9100036621094,91.3000030517578,87.0100021362305,87.0699996948242,43553600
2022-11-03,83.4899978637695,86.3450012207031,86.5500030517578,83.4499969482422,83.4899978637695,48510400
2022-11-04,86.6999969482422,85.5100021362305,86.7300033569336,83.879997253418,86.6999969482422,40173300
2022-11-07,88.6500015258789,87.3399963378906,88.9400024414062,86.9599990844727,88.6500015258789,26899900
2022-11-08,88.9100036621094,89.1600036621094,90.4049987792969,87.6500015258789,88.9100036621094,30172000
2022-11-09,87.4000015258789,88.5449981689453,89.4899978637695,87.3600006103516,87.4000015258789,26743900
2022-11-10,94.1699981689453,92.3399963378906,94.5500030517578,91.6500015258789,94.1699981689453,42371200
2022-11-11,96.7300033569336,94.7099990844727,97.3600006103516,94.1600036621094,96.7300033569336,30569100
2022-11-14,96.0299987792969,95.5,97.1800003051758,95.1129989624023,96.0299987792969,24170100
2022-11-15,98.7200012207031,98.6699981689453,100.419998168945,97.0199966430664,98.7200012207031,31831000
2022-11-16,98.9899978637695,98.0199966430664,99.8499984741211,97.9020004272461,98.9899978637695,24660200
2022-11-17,98.5,97.1800003051758,99.4800033569336,97.0999984741211,98.5,21818700
2022-11-18,97.8000030517578,99.0100021362305,99.1600036621094,96.7399978637695,97.8000030517578,24969900
2022-11-21,95.8300018310547,97.5599975585938,98.7200012207031,95.6699981689453,95.8300018310547,18696900
2022-11-22,97.3300018310547,96.1600036621094,97.5479965209961,94.4100036621094,97.3300018310547,18868900
2022-11-23,98.8199996948242,97.3399963378906,99.0690002441406,97.3399963378906,98.8199996948242,17568900
2022-11-25,97.5999984741211,98.4649963378906,98.9400024414062,97.5299987792969,97.5999984741211,8567800
2022-11-28,96.25,97.1999969482422,97.8300018310547,95.8899993896484,96.25,19974500
2022-11-29,95.4400024414062,96,96.3899993896484,94.3899993896484,95.4400024414062,20220000
2022-11-30,101.449996948242,95.120002746582,101.449996948242,94.6699981689453,101.449996948242,39888100
2022-12-01,101.279998779297,101.400001525879,102.589996337891,100.669998168945,101.279998779297,21771500
2022-12-02,100.830001831055,99.370002746582,101.150001525879,99.1699981689453,100.830001831055,18821500
2022-12-05,99.870002746582,99.8150024414062,101.75,99.3550033569336,99.870002746582,19955500
2022-12-06,97.3099975585938,99.6699981689453,100.209999084473,96.7600021362305,97.3099975585938,20877600
2022-12-07,95.1500015258789,96.7699966430664,97.3099975585938,95.0250015258789,95.1500015258789,26647900
2022-12-08,93.9499969482422,95.6900024414062,95.870002746582,93.8000030517578,93.9499969482422,25593200
2022-12-09,93.0699996948242,93.9000015258789,94.4899978637695,93.0199966430664,93.0699996948242,21885300
2022-12-12,93.5599975585938,93.0899963378906,93.875,91.9000015258789,93.5599975585938,27380900
2022-12-13,95.8499984741211,98.0699996948242,99.8000030517578,95.379997253418,95.8499984741211,34788500
2022-12-14,95.3099975585938,95.5400009155273,97.2200012207031,93.9400024414062,95.3099975585938,26452900
